,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
485,N/A,N/A,tibx,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
486,N/A,N/A,tif,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
487,N/A,N/A,tjx,N/A,N/A,N/A,N/A,N/A,208.35,23.82,1.61,12.78,6.76,9.79,10.03,55.47,39.94,76710000000.0,82990000000.0,19.96,0.16,1.71,15.42,48550000000.0,13840000000.0,5620000000.0,3280000000.0,2.70,188.80,26.60,6230000000.0,5.17,12510000000.0,1.27,4.98,3060000000.0,1670000000.0,0.98,0.07,91.99,8500000.0,1.04,0.71,7800000.0,N/A
488,N/A,N/A,tm,N/A,N/A,N/A,N/A,N/A,97.17,10.21,1.02,1.25,9.99,10.41,3.31,13.06,220.74,252160000000.0,394220000000.0,9.78,2.46,0.01,0.07,220.74,17.98,17.98,17.98,17.98,5.60,4.50,467.85,467.85,97.17,1.07,047.63,394260000000.0,394260000000.0,0.63,0.00,1.26,2.67,2.67,N/A,1010000.0,N/A
489,N/A,N/A,tmk,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
490,N/A,N/A,tmo,N/A,N/A,N/A,N/A,N/A,88.68,30.47,6.00,5.69,19.70,26.08,7.79,20.47,99.52,231930000000.0,262320000000.0,26.39,7.30,6.69,21.92,39210000000.0,19640000000.0,12820000000.0,7730000000.0,19.46,33.60,1.40,4480000000.0,11.44,36340000000.0,1.50,103.42,9310000000.0,5490000000.0,0.82,0.22,90.67,2690000.0,1.72,0.69,2590000.0,N/A
491,N/A,N/A,trip,N/A,N/A,N/A,N/A,N/A,120.79,34.50,4.20,4.86,16.41,14.52,3.85,17.67,6.57,3840000000.0,4070000000.0000005,33.44,N/A,4.51,140.24,902000000.0,828000000.0,87000000.0,148000000.0,1.08,N/A,107.80,723000000.0,5.21,953000000.0,2.63,5.69,108000000.0,120000000.0,1.39,19.92,82.23,11680000.0,3.64,10.93,13110000.0,N/A
492,N/A,N/A,trow,N/A,N/A,N/A,N/A,N/A,3.54,11.81,4.62,3.91,40.18,48.77,20.19,31.74,33.86,35310000000.0,34040000000.0,11.93,3.13,4.44,8.69,7670000000.0,4680000000.0,3950000000.0,13.12,13.12,5.50,13.20,1520000000.0,6.68,362700000.0,1.57,39.37,3450000000.0,2750000000.0,1.29,1.92,73.84,11490000.0,6.6,5.13,10960000.0,N/A
493,N/A,N/A,trv,N/A,N/A,N/A,N/A,N/A,26.38,12.69,1.32,1.54,10.52,13.78,2.53,12.61,140.10,44390000000.0,50920000000.0,14.53,1.91,1.46,N/A,34820000000.0,9470000000.0,5670000000.0,3640000000.0,14.49,1.80,7.30,4600000000.0,19.03,7620000000.0,0.34,119.76,7270000000.0,15290000000.0,0.70,0.31,84.53,3890000.0,2.6,1.62,3720000.0,N/A
494,N/A,N/A,tsla,N/A,N/A,N/A,N/A,N/A,28.19,224.40,23.06,37.64,10.25,12.12,7.14,20.43,54.59,778580000000.0,773490000000.0,111.11,3.25,20.95,117.15,53820000000.0,13610000000.0,9330000000.0,5520000000.0,4.90,759.60,64.90,17710000000.0,17.13,8900000000.0,1.38,29.23,11500000000.0,4630000000.0,2.05,18.38,42.68,25150000.0,1.02,2.97,24330000.0,N/A
495,N/A,N/A,tsn,N/A,N/A,N/A,N/A,N/A,50.50,8.77,0.65,1.75,7.47,11.12,9.52,21.64,136.52,32189999999.999996,38600000000.0,10.96,2.98,0.78,5.97,49520000000.0,6860000000.0,6700000000.0,3700000000.0,10.13,140.00,23.60,2960000000.0,8.15,9360000000.0,1.68,50.77,3890000000.0,2780000000.0,0.78,2.15,85.29,6690000.0,2.07,2.61,3820000.0,N/A
496,N/A,N/A,tso,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
497,N/A,N/A,tss,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
498,N/A,N/A,twc,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
499,N/A,N/A,twx,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
500,N/A,N/A,txn,N/A,N/A,N/A,N/A,N/A,61.55,23.12,9.75,13.22,42.35,49.18,25.62,69.00,19.87,176280000000.0,174660000000.0,20.79,2.51,9.52,17.37,18340000000.0,12380000000.0,9920000000.0,7740000000.0,8.26,26.70,18.50,9740000000.0,10.55,8210000000.000001,5.33,14.43,8760000000.0,4190000000.0000005,0.93,0.20,86.25,14410000.0,2.38,1.56,16030000.000000002,N/A
501,N/A,N/A,txt,N/A,N/A,N/A,N/A,N/A,60.87,23.03,1.39,2.41,6.02,7.11,3.52,11.80,55.25,16440000000.000002,18090000000.0,17.15,1.07,1.46,12.88,12380000000.0,1940000000.0,1270000000.0,747000000.0,3.30,12.30,9.40,1920000000.0,8.87,4150000000.0000005,2.37,31.42,1600000000.0,1300000000.0,1.72,0.33,87.42,5320000.0,4.06,3.37,4870000.0,N/A
502,N/A,N/A,tyc,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
503,N/A,N/A,ua,N/A,N/A,N/A,N/A,N/A,72.01,21.10,1.34,3.71,6.33,9.23,6.55,19.13,12.21,8140000000.000001,7970000000.0,22.73,3.47,1.40,11.94,5680000000.0,2860000000.0,665970000.0,360060000.0,0.77,40.60,8.90,1670000000.0,3.51,1500000000.0,2.30,4.39,664830000.0,515070000.00000006,1.29,13.73,71.34,17230000.0,3.65,N/A,9650000.0,N/A
504,N/A,N/A,unh,N/A,N/A,N/A,N/A,N/A,65.74,28.25,1.71,6.70,6.01,8.34,7.32,24.12,304.98,480550000000.0,502640000000.0,23.70,1.86,1.76,18.57,287600000000.0,69650000000.0,26150000000.0,17280000000.0,18.08,84.00,12.60,23910000000.0,25.41,50280000000.0,0.73,76.26,22340000000.0,18380000000.0,0.87,0.55,89.50,6620000.0,2.06,0.71,5800000.0,N/A
505,N/A,N/A,unm,N/A,N/A,N/A,N/A,N/A,30.88,7.91,0.54,0.56,6.86,11.16,1.19,7.40,58.82,6440000000.0,9800000000.0,7.30,N/A,0.82,N/A,12010000000.0,3300000000.0,1460000000.0,824200000.0,4.02,17.90,30.30,1460000000.0,7.22,3520000000.0,24.41,56.37,1390000000.0,799990000.0,1.50,0.75,86.07,5860000.0,2.22,3.32,5550000.0,N/A
506,N/A,N/A,unp,N/A,N/A,N/A,N/A,N/A,222.36,27.50,8.22,12.31,29.92,42.94,9.29,41.92,33.35,174260000000.0,204740000000.0,23.58,2.61,9.39,17.29,21800000000.0,12750000000.0,11570000000.0,6520000000.0,9.95,24.00,11.50,1010000000.0,1.58,31490000000.0,0.62,22.17,9030000000.0,4760000000.0,1.17,0.23,81.01,9880000.0,2.36,1.55,7130000.0,N/A
507,N/A,N/A,ups,N/A,N/A,N/A,N/A,N/A,178.98,15.15,2.01,13.59,13.25,16.72,15.43,172.58,111.31,193760000000.0,208690000000.0,17.36,2.21,2.15,10.31,97290000000.0,26870000000.0,19220000000.0,12890000000.0,14.68,N/A,11.50,10600000000.0,12.18,25540000000.0,1.42,16.38,15010000000.0,9960000000.0,1.12,0.01,69.99,8220000.000000001,2.8,1.12,7340000.0,N/A
508,N/A,N/A,urbn,N/A,N/A,N/A,N/A,N/A,68.02,8.58,0.59,1.48,6.83,8.98,6.96,19.27,46.40,2590000000.0,3330000000.0,9.51,0.05,0.73,6.48,4550000000.0,1490000000.0,514240000.0,310620000.0,3.13,43.30,22.40,446000000.0,4.62,1190000000.0,1.31,18.10,359320000.0,31320000.0,1.53,39.74,72.55,9460000.0,4.11,13.55,8160000.0,N/A
509,N/A,N/A,usb,N/A,N/A,N/A,N/A,N/A,N/A,11.15,3.73,1.74,33.51,43.45,1.42,14.64,15.96,84450000000.0,N/A,12.99,N/A,N/A,N/A,23760000000.0,23760000000.0,N/A,7610000000.0,5.10,10.10,7.10,31100000000.0,20.96,46400000000.0,N/A,32.72,9870000000.0,N/A,1.03,0.11,76.63,8630000.0,1.03,0.58,11060000.0,N/A
510,N/A,N/A,utx,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
511,N/A,N/A,v,N/A,N/A,N/A,N/A,N/A,57.80,37.77,19.50,14.42,51.59,66.45,13.03,35.58,12.01,494000000000.0,502000000000.0,31.95,1.68,19.70,27.09,25480000000.0,23380000000.0,17740000000.0,12840000000.0,6.04,26.60,24.10,15920000000.0,7.59,20920000000.0,1.39,15.82,15950000000.0,12080000000.0,0.92,0.14,96.00,27480000.0,2.99,1.66,26550000.0,N/A
512,N/A,N/A,vale,N/A,N/A,N/A,N/A,N/A,50.72,4.05,1.83,2.80,41.30,56.40,21.18,70.80,58.56,96060000000.0,97940000000.0,5.86,4.28,1.80,2.88,293520000000.0,176260000000.0,180930000000.0,133240000000.00002,5.08,526.70,7.50,66780000000.0,13.8,99940000000.0,1.47,39.76,136770000000.00002,93440000000.0,0.64,0.03,24.83,50490000.0,1.18,N/A,53750000.0,N/A
513,N/A,N/A,var,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
514,N/A,N/A,vfc,N/A,N/A,N/A,N/A,N/A,173.71,19.55,2.02,6.35,12.03,13.79,7.33,35.27,29.66,23190000000.0,28200000000.0,16.21,0.50,2.43,15.26,11600000000.0,4910000000.0,1860000000.0,1200000000.0,3.55,49.10,22.00,1330000000.0,3.43,6350000000.0,1.43,9.40,968550000.0,1500000000.0,1.51,5.43,88.37,13440000.0,3.87,3.86,13100000.0,N/A
515,N/A,N/A,viab,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
516,N/A,N/A,vitc,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
517,N/A,N/A,vlo,N/A,N/A,N/A,N/A,N/A,76.32,42.59,0.35,2.15,0.86,2.06,2.55,6.53,266.17,39580000000.0,50590000000.0,14.39,N/A,0.44,11.12,108330000000.0,5490000000.0,4590000000.0,924000000.0,2.27,N/A,124.90,4120000000.0,10.07,15130000000.0,1.26,45.04,5860000000.0,4280000000.0000005,1.95,0.38,79.22,11970000.0,2.32,3.31,12930000.0,N/A
518,N/A,N/A,vmc,N/A,N/A,N/A,N/A,N/A,71.07,37.89,4.60,3.88,12.08,16.98,4.64,10.70,41.81,25430000000.0,29710000000.0,30.77,1.27,5.35,19.99,5550000000.0,1370000000.0,1410000000.0,674100000.0,5.03,20.40,36.70,235000000.0,1.77,4670000000.0,2.20,49.32,1010000000.0,358850000.0,0.70,0.21,90.89,1580000.0,1.72,1.34,1470000.0,N/A
519,N/A,N/A,vno,N/A,N/A,N/A,N/A,N/A,125.89,89.32,5.68,1.78,10.32,21.17,1.35,2.81,8.90,9010000000.0,16230000000.0,54.05,N/A,10.21,19.31,1710000000.0,907840000.0,764040000.0,101050000.0,0.53,N/A,13.00,1780000000.0,9.28,9070000000.0,4.45,26.36,761810000.0,686540000.0,1.20,8.51,80.34,12470000.0,7.04,8.37,14830000.0,N/A
520,N/A,N/A,vprt,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
521,N/A,N/A,vrsn,N/A,N/A,N/A,N/A,N/A,N/A,31.61,18.70,N/A,59.12,65.29,28.89,N/A,11.85,24380000000.0,24960000000.0,35.09,3.98,18.80,27.33,1330000000.0,1140000000.0,914740000.0,784830000.0,7.00,109.80,6.30,1210000000.0,10.94,1790000000.0,1.18,11.40,807150000.0,605530000.0,0.91,1.17,95.30,1020000.0,1.72,1.06,1370000.0,N/A
522,N/A,N/A,vtr,N/A,N/A,N/A,N/A,N/A,108.90,424.27,6.42,2.34,1.28,16.53,1.62,0.52,9.98,25420000000.0,37500000000.0,44.64,2.28,9.80,22.07,3820000000.0,1740000000.0,1540000000.0,49010000.0,0.13,N/A,6.10,149720000.0,0.38,12220000000.0,0.38,27.17,1030000000.0,874960000.0,1.17,0.37,96.64,7730000.0,2.83,2.27,8870000.0,N/A
523,N/A,N/A,vz,N/A,N/A,N/A,N/A,N/A,215.07,9.63,1.59,2.63,16.51,21.78,5.32,29.67,32.21,215250000000.0,390260000000.0,9.43,3.34,2.92,7.95,133610000000.00002,77310000000.0,45300000000.0,22070000000.0,5.32,0.50,1.80,2920000000.0,0.7,178940000000.0,0.78,19.48,39540000000.0,30750000000.0,0.38,0.02,65.39,45660000.0,1.97,1.09,54430000.0,N/A
524,N/A,N/A,wag,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
525,N/A,N/A,wat,N/A,N/A,N/A,N/A,N/A,437.15,29.26,7.28,53.81,24.87,29.68,17.41,231.06,45.24,19780000000.0,20810000000.0,27.40,3.01,7.47,21.17,2790000000.0,1630000000.0,958430000.0,692840000.0,11.17,0.90,6.30,569280000.0,9.41,1610000000.0,2.39,6.05,747270000.0,405570000.0,0.90,0.63,92.36,5.9,5.9,3.74,2230000.0,N/A
526,N/A,N/A,wdc,N/A,N/A,N/A,N/A,N/A,64.00,8.13,0.86,1.35,10.52,12.52,5.75,18.25,61.40,16239999999.999998,21010000000.0,5.49,0.34,1.11,6.00,18940000000.0,4450000000.0,3360000000.0,1990000000.0,6.35,809.70,22.60,2530000000.0,8.09,7690000000.0,1.93,38.40,2300000000.0,1130000000.0,1.59,0.20,83.47,6830000.0,1.89,2.44,6750000.0,N/A
527,N/A,N/A,wec,N/A,N/A,N/A,N/A,N/A,140.58,24.13,3.77,2.87,15.64,21.49,2.94,11.91,26.37,31280000000.0,46890000000.0,22.99,3.36,5.64,15.40,8320000000.0,2860000000.0,2860000000.0,1300000000.0,4.11,6.20,13.90,16300000.0,0.05,15620000000.0,0.71,34.60,2029999999.9999998,818950000.0,0.27,0.12,74.70,2450000.0,1.34,0.89,2650000.0,N/A
528,N/A,N/A,wfc,N/A,N/A,N/A,N/A,N/A,N/A,10.42,2.69,1.17,25.98,35.10,1.19,12.37,20.42,196160000000.0,N/A,13.40,5.15,N/A,N/A,82950000000.0,82950000000.0,N/A,20260000000.0,4.95,86.00,15.10,436460000000.0,114.42,209000000000.0,N/A,43.28,11530000000.0,N/A,1.18,0.10,75.17,38740000.0,1.21,1.02,47800000.0,N/A
529,N/A,N/A,wfm,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
530,N/A,N/A,wgo,N/A,N/A,N/A,N/A,N/A,47.92,5.56,0.45,1.52,8.02,11.62,15.05,32.18,129.46,1840000000.0,2290000000.0,5.33,N/A,0.53,4.26,4320000000.0,650360000.0,545320000.0,346180000.0,10.11,32.00,38.70,134830000.0,4.11,579410000.0,2.17,36.94,216500000.0,76350000.0,1.86,4.32,99.05,4340000.0,6.92,16.44,4099999.9999999995,N/A
531,N/A,N/A,whr,N/A,N/A,N/A,N/A,N/A,123.82,6.60,0.54,2.26,8.11,10.59,7.15,36.83,354.03,10940000000.0,13930000000.0,8.08,N/A,0.63,4.64,21980000000.0,4410000000.0,2820000000.0,1780000000.0,28.36,40.30,0.30,3040000000.0,51.94,6210000000.0,1.14,82.14,2180000000.0,956630000.0,1.75,0.80,104.36,7850000.0,7.64,15.76,7680000.0,N/A
532,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
533,N/A,N/A,wlp,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
534,N/A,N/A,wm,N/A,N/A,N/A,N/A,N/A,195.45,36.77,3.72,9.18,10.13,16.49,6.32,24.92,42.65,65400000000.00001,78690000000.0,28.99,2.70,4.39,16.70,17930000000.0,6820000000.0,4960000000.0,1820000000.0,4.29,15.50,15.00,118000000.0,0.28,13930000000.0,0.75,17.12,4340000000.0,2230000000.0,0.86,0.16,84.03,4580000.0,2.06,1.11,5160000.0,N/A
535,N/A,N/A,wmb,N/A,N/A,N/A,N/A,N/A,169.06,26.97,3.83,3.57,14.08,24.51,3.60,10.89,8.87,40710000000.0,62760000000.0,24.51,2.33,5.91,12.32,10780000000.0,5200000000.0,4480000000.0,1510000000.0,1.24,436.20,41.60,1680000000.0,1.38,23840000000.0,0.92,9.37,3940000000.0,1530000000.0,1.29,0.29,87.74,19250000.0,1.87,1.58,26660000.0,N/A
536,N/A,N/A,wmt,N/A,N/A,N/A,N/A,N/A,63.57,30.23,0.72,4.87,2.39,4.53,6.52,15.54,205.14,405140000000.0,447710000000.0,21.83,2.98,0.78,14.28,572750000000.0,143750000000.0,36600000000.0,13670000000.0,4.87,N/A,0.50,14760000000.0,5.36,58420000000.0,0.93,30.15,24180000000.0,14520000000.0,0.53,47.90,32.59,10950000.0,1.16,0.79,12370000.0,N/A
537,N/A,N/A,wpo,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
538,N/A,N/A,wpx,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
539,N/A,N/A,wtw,N/A,N/A,N/A,N/A,N/A,41.25,14.64,3.49,2.16,46.92,19.17,2.93,17.79,70.30,28660000000.0,18440000000.0,19.30,N/A,2.05,5.19,70.30,4050000000.0,2310000000.0,2140000000.0000002,32.75,404.60,1.40,4690000000.0,39.8,5490000000.0,1.26,108.64,2060000000.0,1710000000.0,0.77,0.38,101.29,1880000.0,1.6,1.82,2240000.0,N/A
540,N/A,N/A,wu,N/A,N/A,N/A,N/A,N/A,903.09,9.85,1.56,21.47,15.89,21.95,7.60,297.23,12.47,7630000000.0,9430000000.0,9.90,2.63,1.86,7.55,5070000000.0,2170000000.0,1320000000.0,805800000.0,1.97,4.70,1.00,1210000000.0,3.07,3210000000.0,0.53,0.90,1050000000.0,899090000.0,0.91,0.71,104.45,39360000.0,6.51,13.35,39100000.0,N/A
541,N/A,N/A,wy,N/A,N/A,N/A,N/A,N/A,48.49,11.24,2.87,2.70,25.56,34.71,13.03,26.74,13.61,29120000000.0,32369999999.999996,16.61,N/A,3.17,7.88,10200000000.0,4099999999.9999995,4019999999.9999995,2610000000.0,3.47,42.50,6.90,1880000000.0,2.52,5220000000.0,3.29,14.41,3160000000.0,2480000000.0,1.69,0.24,84.56,10410000.0,1.99,1.65,10960000.0,N/A
542,N/A,N/A,wyn,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
543,N/A,N/A,wynn,N/A,N/A,N/A,N/A,N/A,N/A,52.91,2.47,12.01,20.08,9.73,1.73,N/A,33.08,9480000000.0,19000000000.0,11.39,0.53,5.05,61.30,3760000000.0,2040000000.0,335860000.0,755790000.0,6.64,N/A,51.90,2520000000.0,21.94,12130000000.0,2.23,1.87,222590000.0,188010000.0,2.32,8.80,63.93,6490000.0,1.54,5.63,6230000.0,N/A
544,N/A,N/A,x,N/A,N/A,N/A,N/A,N/A,44.88,2.43,0.50,1.05,20.59,22.68,19.24,64.30,76.61,9440000000.0,11000000000.0,3.26,N/A,0.54,2.02,20270000000.0,5810000000.0,5390000000.0,4170000000.0,14.88,081.60,119.40,2520000000.0,9.66,4080000000.0,1.86,34.15,4090000000.0,1830000000.0,1.94,1.03,74.36,32210000.0,1.49,12.48,39720000.0,N/A
545,N/A,N/A,xel,N/A,N/A,N/A,N/A,N/A,158.90,24.27,2.89,2.50,11.89,15.98,2.40,10.58,24.92,39090000000.0,63660000000.0,22.78,3.54,4.74,13.93,13430000000.0,5210000000.0,4400000000.0,1600000000.0,2.96,9.40,13.80,212000000.0,0.39,24810000000.0,0.84,28.70,2190000000.0,1830000000.0,0.35,0.25,77.49,5030000.0,1.29,0.93,5120000.0,N/A
546,N/A,N/A,xl,N/A,N/A,N/A,N/A,N/A,1.27,11.63,21.04,0.86,184.55,377.60,9.95,10.46,0.11,312460000.0,34620000.0,N/A,N/A,2.22,1.13,15600000.0,57940000.0,57940000.0,28790000.0,0.1900,N/A,26.10,351680000.0,2.49,4600000.0,22.52,2.57,48490000.0,31340000.0,0.73,33.07,23.43,8570000.0,2.7,6.87,10510000.0,N/A
547,N/A,N/A,xlnx,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
548,N/A,N/A,xom,N/A,N/A,N/A,N/A,N/A,30.18,15.28,1.27,2.07,8.26,9.60,4.98,13.89,65.26,348720000000.0,389620000000.0,10.33,1.91,1.41,7.38,278980000000.0,90050000000.0,46190000000.0,23040000000.0,5.39,N/A,79.40,6800000000.0,1.61,53030000000.0,1.04,39.77,48130000000.0,28530000000.0,1.15,0.10,54.78,39890000.0,1.03,0.94,48520000.0,N/A
549,N/A,N/A,xray,N/A,N/A,N/A,N/A,N/A,45.59,26.04,2.58,2.15,9.90,15.06,4.31,8.41,19.46,10820000000.0,12770000000.0,15.95,18.91,3.00,13.30,4250000000.0,2360000000.0,986000000.0,421000000.0,1.91,3.00,0.60,366000000.0,1.68,2300000000.0,1.55,23.19,657000000.0,451620000.0,0.89,0.37,98.38,3420000.0,1.18,1.77,3560000.0,N/A
550,N/A,N/A,xrx,N/A,N/A,N/A,N/A,N/A,97.19,N/A,0.54,0.73,6.46,5.81,1.83,8.69,38.42,3220000000.0,6130000000.0,10.20,0.52,0.87,117.98,7040000000.0,2400000000.0,695000000.0,469000000.0,2.56,N/A,7.90,1840000000.0,11.77,4540000000.0,1.66,27.83,629000000.0,904630000.0,1.72,6.58,87.61,9130000.0,3.78,7.83,8720000.0,N/A
551,N/A,N/A,xyl,N/A,N/A,N/A,N/A,N/A,85.31,37.99,3.12,4.99,8.22,11.20,4.27,13.77,28.82,16059999999.999998,17220000000.0,34.36,2.51,3.31,20.70,5190000000.0,1980000000.0,827000000.0,427000000.0,2.35,23.60,3.60,1350000000.0,7.5,2750000000.0,2.27,17.84,538000000.0,252250000.0,1.13,0.94,91.22,4260000.0,2.94,3.01,4190000.0000000005,N/A
552,N/A,N/A,yhoo,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
553,N/A,N/A,yum,N/A,N/A,N/A,N/A,N/A,N/A,23.46,5.61,N/A,23.92,32.46,22.60,N/A,22.17,35320000000.0,46170000000.0,24.94,2.29,7.01,19.38,6580000000.0,3170000000.0,2300000000.0,1580000000.0,5.21,0.60,8.40,486000000.0,1.68,12220000000.0,1.08,28.97,1710000000.0,1040000000.0,1.11,0.16,81.20,3540000.0,1.61,1.37,2340000.0,N/A
554,N/A,N/A,zion,N/A,N/A,N/A,N/A,N/A,N/A,10.27,3.82,1.51,35.42,46.16,1.29,14.71,19.93,10590000000.0,N/A,13.37,33.43,N/A,N/A,3190000000.0,3190000000.0,N/A,1090000000.0,6.79,25.00,8.40,13600000000.0,89.74,2220000000.0,N/A,46.32,629000000.0,N/A,1.29,1.65,84.00,3090000.0,1.85,2.36,3360000.0,N/A
555,N/A,N/A,zlc,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
556,N/A,N/A,zmh,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
557,N/A,N/A,znga,N/A,N/A,N/A,N/A,N/A,48.02,138.71,3.63,3.37,3.72,7.80,2.17,3.44,2.55,10470000000.0,10820000000.0,29.24,N/A,3.86,37.31,2800000000.0,1790000000.0,457300000.0,104200000.0,0.09,N/A,12.90,1150000000.0,1.02,1490000000.0,1.05,2.75,253800000.0,525700000.00000006,0.08,5.65,79.88,163550000.0,5.68,15.38,134250000.0,N/A
