,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
176,N/A,N/A,emn,N/A,N/A,N/A,N/A,N/A,92.79,18.19,1.49,2.57,8.18,17.82,7.39,14.58,77.66,14660000000.0,19360000000.0,11.65,2.51,1.85,10.63,10480000000.0,2500000000.0,2400000000.0,857000000.0,6.25,081.20,23.20,480000000.0,3.72,5370000000.0,1.56,44.24,1620000000.0,422250000.0,1.50,0.51,90.33,2009999.9999999998,1.55,1.79,1590000.0,N/A
177,N/A,N/A,emr,N/A,N/A,N/A,N/A,N/A,90.46,21.63,3.21,5.74,14.85,17.20,7.87,28.81,31.06,58840000000.0,63420000000.0,19.76,1.84,3.42,13.65,18550000000.0,7560000000.0,3980000000.0,2750000000.0,4.58,101.30,7.50,4730000000.0,7.96,9310000000.0,2.04,17.25,3290000000.0,2460000000.0,1.45,0.77,75.47,6670000.0,1.99,1.13,5590000.0,N/A
178,N/A,N/A,eog,N/A,N/A,N/A,N/A,N/A,26.63,15.10,3.58,3.18,23.58,30.93,10.33,21.96,34.04,70620000000.0,71310000000.0,10.38,N/A,3.63,7.31,19780000000.0,13030000000.0,10100000000.0,4660000000.0,7.99,489.00,104.70,5210000000.0,8.9,5910000000.0,2.12,37.90,8790000000.0,4530000000.0,1.78,0.40,87.74,7790000.0,1.44,1.33,6970000.0,N/A
179,N/A,N/A,eqr,N/A,N/A,N/A,N/A,N/A,74.05,27.11,14.63,3.20,54.09,25.18,1.87,12.26,6.59,34920000000.0,43480000000.0,87.72,5.11,17.65,17.22,2460000000.0,1520000000.0,1460000000.0,1330000000.0,3.55,108.40,5.20,123830000.0,0.33,8650000000.0,0.53,29.07,1260000000.0,936950000.0,0.80,1.71,93.54,4880000.0,3.01,1.79,5600000.0,N/A
180,N/A,N/A,eqt,N/A,N/A,N/A,N/A,N/A,55.12,N/A,1.61,1.28,17.15,14.84,3.15,11.96,20.86,12790000000.0,18190000000.0,15.41,1.10,2.66,39.27,6740000000.0,4670000000.0,742740000.0,1160000000.0,3.58,728.40,236.30,113960000.0,0.3,5540000000.0,0.45,26.65,1660000000.0,1460000000.0,1.06,0.44,91.93,19340000.0,1.77,6.06,16700000.0,N/A
181,N/A,N/A,esrx,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
182,N/A,N/A,esv,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
183,N/A,N/A,etfc,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
184,N/A,N/A,etn,N/A,N/A,N/A,N/A,N/A,55.41,29.50,3.22,3.84,10.92,12.84,4.78,13.66,49.23,62940000000.0,71290000000.0,21.01,2.35,3.63,17.99,19630000000.0,6330000000.0,3440000000.0,2140000000.0000002,5.34,16.00,2.40,590000000.0,1.48,9110000000.0,1.04,41.16,2160000000.0,3710000000.0,1.21,0.30,82.84,3980000.0,1.8,1.00,3090000.0,N/A
185,N/A,N/A,etr,N/A,N/A,N/A,N/A,N/A,229.49,21.01,2.00,2.04,9.52,17.21,2.15,9.68,58.44,23680000000.0,50390000000.0,18.48,3.08,4.29,11.48,11740000000.0,4880000000.0,3960000000.0,1120000000.0,5.54,33.30,14.90,442560000.0,2.18,27370000000.0,0.58,57.42,2300000000.0,4350000000.0,0.62,0.35,89.92,3600000.0,2.75,2.01,3370000.0,N/A
186,N/A,N/A,ew,N/A,N/A,N/A,N/A,N/A,11.83,49.05,14.08,12.43,28.73,30.32,12.60,28.88,8.40,72540000000.0,71760000000.0,45.66,3.63,13.71,38.68,5230000000.0,3980000000.0,1720000000.0,1500000000.0,2.38,8.30,11.60,1470000000.0,2.35,690300000.0,3.08,9.35,1730000000.0,1010000000.0,1.15,0.76,86.18,4460000.0,1.78,0.72,6320000.0,N/A
187,N/A,N/A,exc,N/A,N/A,N/A,N/A,N/A,125.04,27.01,1.27,1.34,4.69,12.17,2.11,5.25,37.13,46060000000.0,87290000000.0,20.62,2.20,2.40,7.69,36350000000.0,10180000000.0,9450000000.0,1710000000.0,1.74,8.90,18.70,1180000000.0,1.21,43510000000.0,0.87,35.13,3010000000.0,735250000.0,0.57,0.18,82.08,13640000.0,1.53,1.39,13120000.0,N/A
188,N/A,N/A,expd,N/A,N/A,N/A,N/A,N/A,13.37,12.74,1.09,5.05,8.57,11.56,19.04,46.06,97.69,17630000000.0,16370000000.000002,14.53,N/A,0.99,8.35,16520000000.0,2220000000.0,1960000000.0,1420000000.0,8.27,128.00,81.00,1730000000.0,10.33,467660000.0,1.78,20.90,868490000.0,632420000.0,0.88,0.54,95.63,3020000.0,1.97,2.43,3880000.0,N/A
189,N/A,N/A,expe,N/A,N/A,N/A,N/A,N/A,250.20,14.99,3.40,14.80,0.14,3.05,0.81,0.40,57.42,30440000000.0,34930000000.0,28.82,1.06,4.06,31.00,8600000000.0,7080000000.0,488000000.0,269000000.0,1.80,N/A,147.70,4310000000.0,27.68,8890000000.0,0.87,13.22,3750000000.0,2240000000.0,1.55,0.81,96.95,6810000.0,1.67,5.30,7630000.0,N/A
190,N/A,N/A,expr,N/A,N/A,N/A,N/A,N/A,927.37,N/A,0.14,197.43,0.77,0.05,0.04,262.54,28.15,258240000.0,1080000000.0,N/A,N/A,0.58,15.78,1870000000.0,838730000.0,68540000.0,14440000.0,0.2200,N/A,38.20,41180000.0,0.61,862330000.0,0.84,0.02,89380000.0,79150000.0,1.50,2.88,42.30,4059999.9999999995,1.56,6.21,4040000.0,N/A
191,N/A,N/A,f,N/A,N/A,N/A,N/A,N/A,286.88,3.99,0.53,1.46,13.16,7.77,2.52,45.10,34.16,71080000000.0,160970000000.0,8.41,0.41,1.18,5.23,136340000000.0,16510000000.000002,16230000000.0,17940000000.0,4.45,N/A,4.80,36460000000.0,9.1,139490000000.0,1.20,12.12,15790000000.0,10370000000.0,1.12,0.32,54.80,98190000.0,1.18,2.74,93550000.0,N/A
192,N/A,N/A,fast,N/A,N/A,N/A,N/A,N/A,20.93,36.86,5.66,11.16,15.39,20.25,18.42,32.03,10.46,33950000000.000004,34350000000.0,33.11,3.13,5.71,24.74,6010000000.0,2780000000.0,1390000000.0,925000000.0,1.60,17.90,12.80,236200000.0,0.41,636800000.0,4.19,5.29,770100000.0,460310000.0,1.28,0.20,79.13,12110000.0,3.26,2.39,14040000.0,N/A
193,N/A,N/A,fb,N/A,N/A,N/A,N/A,N/A,11.57,16.69,5.57,5.01,33.38,39.65,17.97,31.10,41.89,625670000000.0,591540000000.0,17.70,1.25,5.02,10.81,117930000000.0,95280000000.0,54720000000.0,39370000000.0,13.77,8.30,19.90,48000000000.0,17.63,14450000000.0,3.15,44.30,57680000000.0,28810000000.0,1.39,0.53,79.15,33220000.0,0.93,1.45,31820000.0,N/A
194,N/A,N/A,fcx,N/A,N/A,N/A,N/A,N/A,42.44,17.27,3.25,5.21,18.85,36.30,11.50,25.74,15.58,72870000000.0,74570000000.0,14.60,N/A,3.26,7.27,22840000000.0,10810000000.0,10510000000.0,4300000000.0,2.90,56.20,37.10,8070000000.0,5.55,9770000000.0,2.52,9.60,7710000000.0,6050000000.0,2.01,0.70,79.23,29270000.0,1.47,2.26,22540000.0,N/A
195,N/A,N/A,fdo,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
196,N/A,N/A,fdx,N/A,N/A,N/A,N/A,N/A,152.30,12.51,0.69,2.52,5.60,9.00,6.18,22.09,346.30,61830000000.0,93120000000.0,10.53,0.91,1.02,7.85,91680000000.0,23730000000.0,12180000000.0,5130000000.0,19.09,24.70,9.90,6060000000.0,23.4,37350000000.0,1.39,94.63,9070000000.0,2910000000.0,1.31,7.64,73.65,2830000.0,1.18,1.18,4380000.0,N/A
197,N/A,N/A,fe,N/A,N/A,N/A,N/A,N/A,278.55,20.03,2.23,2.99,11.72,20.37,3.10,15.57,20.08,25950000000.0,48350000000.0,18.94,4.83,4.34,11.44,10940000000.0,7420000000.0,3560000000.0,1240000000.0,2.35,76.40,5.00,1460000000.0,2.56,24160000000.0,0.73,15.21,2810000000.0,302880000.0,0.33,0.07,85.02,14050000.0,2.66,2.78,13950000.0,N/A
198,N/A,N/A,ffiv,N/A,N/A,N/A,N/A,N/A,29.05,39.62,5.01,5.44,12.65,16.80,5.61,14.03,44.03,13090000000.0,12930000000.0,20.62,1.28,4.85,25.04,2670000000.0,2120000000.0,565860000.0,337120000.0,5.44,6.70,10.00,858950000.0,14.14,698710000.0,1.18,39.62,598200000.0,550330000.0,1.11,0.40,97.03,2060000.0,3.96,3.84,2120000.0,N/A
199,N/A,N/A,fhn,N/A,N/A,N/A,N/A,N/A,N/A,13.55,4.34,1.64,29.32,46.70,1.17,12.02,6.24,12590000000.0,N/A,15.06,N/A,N/A,N/A,3410000000.0,3410000000.0,N/A,962000000.0,1.74,5.80,14.90,18620000000.0,34.89,4230000000.0000005,N/A,14.39,741000000.0,N/A,1.22,1.45,81.16,16270000.0,0.96,3.99,9750000.0,N/A
200,N/A,N/A,fis,N/A,N/A,N/A,N/A,N/A,43.92,152.22,4.56,1.31,3.01,9.37,0.97,0.87,22.53,62170000000.0,81040000000.0,13.99,1.12,5.84,16.14,13880000000.0,5200000000.0,3940000000.0,417000000.0,0.67,179.80,10.70,2009999999.9999998,3.3,20880000000.0,0.74,77.75,4810000000.0,3740000000.0,0.74,0.25,93.46,4740000.0,0.98,0.78,5870000.0,N/A
201,N/A,N/A,fisv,N/A,N/A,N/A,N/A,N/A,68.78,51.76,4.26,2.17,8.22,14.19,1.91,4.30,24.49,67180000000.00001,87580000000.0,15.97,1.00,5.40,15.76,16230000000.0,8100000000.0,5500000000.0,1330000000.0,1.99,11.00,11.10,835000000.0,1.28,21970000000.0,1.03,47.62,4030000000.0000005,3150000000.0,0.81,0.47,93.90,11300000.0,2.72,2.00,10930000.0,N/A
202,N/A,N/A,fitb,N/A,N/A,N/A,N/A,N/A,N/A,12.37,4.29,1.57,33.39,42.81,1.33,12.22,11.82,31640000000.0,N/A,13.33,6.06,N/A,N/A,8300000000.000001,8300000000.000001,N/A,2650000000.0,3.73,9.80,2.20,6730000000.0,9.85,15610000000.0,N/A,29.43,2700000000.0,N/A,1.35,0.48,82.74,10760000.0,1.56,1.79,9050000.0,N/A
203,N/A,N/A,fl,N/A,N/A,N/A,N/A,N/A,104.59,3.66,0.37,0.93,9.97,11.24,8.29,29.64,87.39,3030000000.0,5620000000.0,7.16,N/A,0.63,3.86,8960000000.0,3060000000.0,1200000000.0,893000000.0,8.61,16.30,6.90,804000000.0,8.37,3390000000.0,1.36,33.38,666000000.0,426750000.0,1.38,1.75,96.88,6760000.0,1.22,8.12,6270000.0,N/A
204,N/A,N/A,flir,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
205,N/A,N/A,flr,N/A,N/A,N/A,N/A,N/A,82.45,N/A,0.33,2.92,3.54,1.75,1.86,10.19,88.02,4070000000.0000005,2900000000.0,22.99,1.06,0.23,93.16,12430000000.0,411600000.0,291500000.0,206110000.0,3.29,N/A,3.40,2340000000.0,16.52,1290000000.0,1.42,9.85,25330000.0,42430000.0,2.84,0.85,90.72,12420000.0,4.76,11.58,11780000.0,N/A
206,N/A,N/A,fls,N/A,N/A,N/A,N/A,N/A,81.76,36.71,1.30,2.55,3.56,8.06,3.54,7.57,27.17,4600000000.0,5440000000.0,19.19,1.92,1.54,18.69,3540000000.0,1070000000.0000001,385180000.0,125950000.0,0.96,70.20,6.70,658450000.0,5.05,1500000000.0,2.11,13.88,250120000.0,256010000.0,1.60,0.40,100.13,3550000.0,1.97,4.32,4059999.9999999995,N/A
207,N/A,N/A,flws,N/A,N/A,N/A,N/A,N/A,55.37,10.29,0.42,1.61,4.07,4.99,5.42,16.94,34.03,910610000.0,952350000.0,8.38,N/A,0.43,5.87,2210000000.0,896430000.0,156520000.0,90010000.0,1.36,22.20,7.50,271070000.0,4.17,312810000.0,1.36,8.65,42490000.0,59960000.0,1.72,35.71,78.27,3120000.0,3.83,14.30,2970000.0,N/A
208,N/A,N/A,fmc,N/A,N/A,N/A,N/A,N/A,109.31,20.98,3.35,5.43,14.60,22.86,6.94,26.58,39.29,16450000000.0,19780000000.0,17.21,1.78,3.92,16.54,5050000000.0,2170000000.0,1320000000.0,802900000.0,5.70,290.10,22.70,520500000.0,4.14,3340000000.0,1.40,24.12,820100000.0,676370000.0,0.84,1.07,90.71,1890000.0,1.92,1.69,2130000.0,N/A
209,N/A,N/A,fosl,N/A,N/A,N/A,N/A,N/A,80.61,21.94,0.30,1.19,1.36,6.62,5.43,5.88,35.99,549090000.0,673400000.0,N/A,N/A,0.36,6.25,1870000000.0,966370000.0,153360000.0,25430000.0,0.48,N/A,14.40,251680000.0,4.83,375150000.0,1.91,8.88,50030000.0,22960000.0,1.62,9.58,89.02,5820000.0,4.05,17.69,5530000.0,N/A
210,N/A,N/A,frx,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
211,N/A,N/A,fslr,N/A,N/A,N/A,N/A,N/A,6.69,19.31,3.09,1.51,16.03,15.38,3.87,8.16,27.51,8990000000.0,7570000000.0,303.03,25.90,2.59,8.95,2920000000.0,740150000.0,709570000.0,468690000.0,4.38,13.50,48.90,1830000000.0,17.17,398590000.0,4.39,56.05,237560000.0,166020000.0,1.37,12.00,80.55,4250000.0,1.79,4.57,4139999.9999999995,N/A
212,N/A,N/A,fti,N/A,N/A,N/A,N/A,N/A,82.78,41.58,0.56,1.05,0.21,1.57,0.42,2.27,14.21,3570000000.0,4730000000.0,19.80,11.13,0.74,6.38,6400000000.0,823900000.0,486000000.0,87800000.0,0.03,N/A,4.80,1680000000.0,3.72,2830000000.0,1.39,7.55,781300000.0,508860000.0,1.96,1.26,88.86,12640000.0,0.9,3.16,19000000.0,N/A
213,N/A,N/A,ftr,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
214,N/A,N/A,gas,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
215,N/A,N/A,gci,N/A,N/A,N/A,N/A,N/A,289.80,N/A,0.20,1.28,4.21,9.05,6.11,30.51,23.80,682480000.0,2040000000.0,N/A,N/A,0.64,8.10,3210000000.0,1310000000.0,478880000.0,134960000.0,1.0010,N/A,5.60,130759999.99999999,0.95,1530000000.0,0.87,3.88,127450000.0,216150000.0,2.52,8.36,67.52,18490000.0,9.6,15.48,17430000.0,N/A
216,N/A,N/A,gd,N/A,N/A,N/A,N/A,N/A,74.68,20.87,1.77,3.80,8.47,11.39,5.40,19.56,137.18,67060000000.0,78630000000.0,19.88,2.41,2.04,15.14,38470000000.0,6410000000.0,5270000000.0,3260000000.0,11.55,5.00,1.80,1600000000.0,5.78,13180000000.0,1.43,63.67,4250000000.0,2940000000.0,0.99,6.07,86.53,2370000.0,1.15,1.04,2350000.0,N/A
217,N/A,N/A,ge,N/A,N/A,N/A,N/A,N/A,91.40,N/A,1.40,2.59,8.79,3.64,0.74,8.63,67.57,104280000000.0,114250000000.0,28.99,0.32,1.54,95.05,74200000000.0,18410000000.0,5710000000.0,3570000000.0,6.16,N/A,3.10,25770000000.0,23.44,38030000000.0,1.28,36.67,3330000000.0,650500000.0,0.97,0.24,68.32,10910000.0,1.54,1.11,11160000.0,N/A
218,N/A,N/A,ges,N/A,N/A,N/A,N/A,N/A,173.90,9.07,0.59,2.24,6.61,11.88,7.67,29.21,40.48,1390000000.0,2130000000.0,N/A,N/A,0.82,6.39,2590000000.0,1170000000.0,364730000.0,171360000.0,2.57,2.80,23.40,415560000.0,6.56,1150000000.0,1.57,9.83,131639999.99999999,207700000.0,2.10,27.93,74.73,8310000.000000001,7.02,28.30,7520000.0,N/A
219,N/A,N/A,gild,N/A,N/A,N/A,N/A,N/A,126.73,12.28,2.80,3.61,22.80,40.91,10.24,31.57,21.74,76010000000.0,96190000000.0,9.22,0.51,3.52,8.49,27310000000.0,21780000000.0,13220000000.0,6220000000.0,4.93,75.40,2.40,7410000000.0,5.91,26700000000.0,1.27,16.80,11380000000.0,9930000000.0,0.42,0.10,83.22,14840000.0,1.13,1.18,22240000.0,N/A
220,N/A,N/A,gis,N/A,N/A,N/A,N/A,N/A,121.78,N/A,N/A,N/A,12.36,17.16,6.26,23.25,30.55,N/A,N/A,N/A,N/A,N/A,N/A,18630000000.0,6450000000.0,3770000000.0,2300000000.0,3.75,10.80,0.40,844400000.0,1.4,12270000000.0,0.74,16.30,1580000000.0,1580000000.0,0.51,0.16,77.04,15080000.0,3.95,2.51,13890000.0,N/A
221,N/A,N/A,glw,N/A,N/A,N/A,N/A,N/A,62.41,29.94,2.30,2.63,13.54,16.28,4.70,14.67,17.01,32409999999.999996,38090000000.0,16.18,N/A,2.70,9.12,14080000000.0,5140000000.0,3770000000.0,1080000000.0,1.28,93.30,9.70,2150000000.0,2.54,7830000000.0,1.59,14.86,3410000000.0,2240000000.0,0.97,9.76,70.11,10770000.0,2.35,1.43,11340000.0,N/A
222,N/A,N/A,gm,N/A,N/A,N/A,N/A,N/A,168.04,6.90,0.53,1.13,7.89,9.00,2.98,17.22,87.53,67220000000.0,148930000000.0,6.61,1.58,1.17,5.79,127000000000.0,18080000000.0,16890000000.0,9840000000.0,6.70,38.80,10.50,24680000000.0,16.98,110590000000.0,1.10,39.83,15190000000.0,8250000000.0,1.23,4.93,84.45,29200000.0,1.58,2.01,26500000.0,N/A
223,N/A,N/A,gmcr,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
224,N/A,N/A,gme,N/A,N/A,N/A,N/A,N/A,40.50,N/A,2.17,8.57,6.34,5.64,7.10,37.40,82.79,13730000000.0,13110000000.0,N/A,N/A,2.18,45.01,6010000000.0,1350000000.0,262000000.0,381300000.0,5.25,N/A,6.20,1270000000.0,16.7,649000000.0,1.92,21.17,434300000.0,296510000.0,1.50,18.15,28.62,12350000.0,6.35,26.62,11940000.0,N/A
225,N/A,N/A,gnw,N/A,N/A,N/A,N/A,N/A,11.84,2.26,0.26,0.13,11.54,17.56,0.84,5.72,15.45,1970000000.0,2300000000.0,N/A,N/A,0.29,N/A,7830000000.0,1380000000.0,1390000000.0,885000000.0,1.7570,39.00,19.40,1960000000.0,3.87,1920000000.0,9.87,30.53,437000000.0,1730000000.0,0.93,1.42,74.02,14410000.0,3.22,3.23,15770000.0,N/A
226,N/A,N/A,goog,N/A,N/A,N/A,N/A,N/A,11.33,25.53,7.54,7.53,29.51,30.55,14.49,32.07,385.89,25.53,25.53,25.06,1.00,6.90,17.17,257640000000.0,146700000000.0,91140000000.0,76030000000.0,112.20,35.60,32.40,139650000000.0,211.28,28510000000.0,2.93,380.04,91650000000.0,49490000000.0,1.06,0.03,66.21,1630000.0,1.11,N/A,1680000.0,N/A
227,N/A,N/A,gpc,N/A,N/A,N/A,N/A,N/A,99.31,20.91,1.00,5.30,4.76,6.74,5.72,26.74,131.56,18490000000.0,20980000000.0,17.01,1.66,1.11,13.50,18870000000.0,6630000000.0,1560000000.0,898790000.0,6.23,49.50,13.00,714700000.0,5.03,3480000000.0,1.18,24.55,1260000000.0,726590000.0,1.11,2.04,78.48,1550000.0,1.84,1.26,1350000.0,N/A
228,N/A,N/A,gps,N/A,N/A,N/A,N/A,N/A,229.65,22.55,0.35,2.05,1.54,4.91,3.86,9.59,44.33,5590000000.0,10960000000.0,7.81,0.44,0.66,11.03,16670000000.000002,8010000000.0,1320000000.0,256000000.0,0.67,N/A,2.30,877000000.0,2.37,6250000000.0,1.27,7.34,809000000.0,17500000.0,1.71,48.15,63.96,28730000.0,2.41,14.66,31480000.0,N/A
229,N/A,N/A,grmn,N/A,N/A,N/A,N/A,N/A,1.48,21.64,4.70,3.83,21.72,24.46,10.23,18.61,25.93,23400000000.0,21630000000.0,20.62,1.86,4.34,15.75,4980000000.0,2890000000.0,1370000000.0,1080000000.0,5.61,14.20,3.00,1850000000.0,9.58,90550000.0,2.94,31.74,1010000000.0,389230000.0,1.02,20.38,54.30,2600000.0,1.39,1.71,3110000.0,N/A
230,N/A,N/A,grpn,N/A,N/A,N/A,N/A,N/A,197.25,5.61,N/A,2.94,12.27,3.85,1.81,75.70,32.93,616860000.0,532950000.00000006,13.50,1.62,0.55,N/A,967110000.0,737120000.0,59560000.0,118670000.0,3.68,110.20,34.90,498730000.0,16.7,414810000.0,0.93,7.06,123960000.0,141450000.0,2.33,25.70,67.91,4160000.0,3.46,18.17,4019999.9999999995,N/A
231,N/A,N/A,gs,N/A,N/A,N/A,N/A,N/A,529.24,5.71,2.04,1.16,36.68,46.76,1.65,20.77,168.28,114780000000.0,N/A,8.52,1.25,N/A,N/A,58980000000.0,52700000000.0,N/A,21120000000.0,59.45,12.70,7.40,953220000000.0,953.89,586220000000.0,1.68,311.68,921000000.0,N/A,1.48,0.52,73.05,4900000.0,1.6,1.46,4920000.0,N/A
232,N/A,N/A,gt,N/A,N/A,N/A,N/A,N/A,162.42,5.13,0.22,0.84,4.37,5.70,3.28,18.48,66.97,4179999999.9999995,11520000000.0,5.65,N/A,0.66,6.46,17480000000.0,3790000000.0,1880000000.0,764000000.0,2.89,777.80,38.20,1090000000.0,3.86,8420000000.0,1.11,17.74,1060000000.0,521380000.0,2.00,0.40,87.80,17120000.0,1.8,6.91,19830000.0,N/A
233,N/A,N/A,gtn,N/A,N/A,N/A,N/A,N/A,283.63,56.12,0.88,1.22,3.73,20.68,3.33,3.74,25.40,2130000000.0,9410000000.0,3.88,0.39,3.90,14.90,2410000000.0,806000000.0,720000000.0,38000000.0,0.40,87.10,9.00,189000000.0,2.02,6830000000.0,2.51,18.85,300000000.0,138750000.0,1.75,13.63,82.73,4800000.0,7.81,5.72,3970000.0,N/A
234,N/A,N/A,gww,N/A,N/A,N/A,N/A,N/A,127.87,26.15,2.08,14.15,8.01,12.05,15.22,52.39,250.91,26520000000.0,29040000000.0,21.32,1.87,2.23,16.53,13020000000.0,4720000000.0,1750000000.0,1040000000.0,19.84,68.50,14.20,241000000.0,4.72,2760000000.0,2.62,36.59,937000000.0,548250000.0,1.25,9.58,72.72,3.07,3.07,2.31,6.48,N/A
235,N/A,N/A,hal,N/A,N/A,N/A,N/A,N/A,153.54,23.22,2.21,5.07,9.53,11.38,5.06,25.07,17.15,34009999999.999996,41190000000.0,21.88,1.02,2.69,15.69,15290000000.0,2020000000.0,2640000000.0,1460000000.0,1.63,N/A,32.10,3040000000.0,3.39,10330000000.0,2.31,7.49,1910000000.0,1670000000.0,2.43,0.32,80.46,14310000.0,0.84,1.80,14060000.0,N/A
236,N/A,N/A,har,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
237,N/A,N/A,has,N/A,N/A,N/A,N/A,N/A,136.10,27.88,1.86,3.97,6.68,13.68,5.26,14.40,46.53,12010000000.0,15050000000.0,15.72,2.80,2.34,9.01,6420000000.0,3240000000.0,1160000000.0,428700000.0,3.10,21.90,16.90,983400000.0,7.08,4200000000.0,1.52,21.89,817900000.0,1280000000.0,0.98,6.00,84.74,6570000.0,5.3,5.77,6420000.0,N/A
238,N/A,N/A,hban,N/A,N/A,N/A,N/A,N/A,N/A,17.03,3.29,1.29,21.74,28.37,0.87,8.03,4.72,22150000000.0,N/A,11.31,0.99,N/A,N/A,5960000000.0,5960000000.0,N/A,1150000000.0,0.90,26.90,51.20,6580000000.0,4.57,N/A,N/A,11.91,2060000000.0,N/A,1.24,0.87,81.28,26600000.0,2.05,2.08,26490000.0,N/A
239,N/A,N/A,hcbk,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
240,N/A,N/A,hcn,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
241,N/A,N/A,hcp,N/A,N/A,N/A,N/A,N/A,1.45,N/A,14.79,8.15,90.45,86.86,16.83,38.44,3.85,10450000000.0,9110000000.0,N/A,N/A,28.41,31.78,320770000.0,258529999.99999997,276120000.0,290140000.0,3.48,N/A,56.10,1360000000.0,7.39,18610000.0,4.97,7.04,56220000.0,79570000.0,N/A,0.16,103.27,4700000.0,4.13,15.07,3680000.0,N/A
242,N/A,N/A,hd,N/A,N/A,N/A,N/A,N/A,N/A,20.46,2.22,N/A,10.87,15.42,20.45,050.28,143.41,328310000000.0,372230000000.0,19.84,2.99,2.46,14.35,151160000000.0,50830000000.0,26160000000.0,16430000000.0,15.53,17.30,10.70,2340000000.0,2.27,46270000000.0,1.01,1.64,16570000000.0,11750000000.0,1.06,0.07,72.46,7520000.0,1.31,0.73,10620000.0,N/A
243,N/A,N/A,hes,N/A,N/A,N/A,N/A,N/A,130.10,59.50,4.46,5.29,7.66,28.58,6.63,13.32,23.75,33360000000.0,39780000000.0,14.84,0.31,5.32,11.33,7300000000.0,5270000000.0,3640000000.0,559000000.0,1.81,N/A,69.70,2710000000.0,8.81,9140000000.0,1.42,20.45,2890000000.0,1520000000.0,1.78,10.00,84.71,6160000.0,1.85,2.86,6210000.0,N/A
244,N/A,N/A,hig,N/A,N/A,N/A,N/A,N/A,28.99,11.08,1.20,1.39,10.58,13.97,2.59,13.00,64.02,24340000000.0,29410000000.0,10.42,N/A,1.36,N/A,22350000000.0,7940000000.0,3800000000.0,2340000000.0,6.62,35.80,9.20,3900000000.0,11.76,5170000000.0,2.10,52.28,4090000000.0,3640000000.0,1.02,0.36,94.75,3630000.0,1.75,1.25,2580000.0,N/A
245,N/A,N/A,hog,N/A,N/A,N/A,N/A,N/A,271.68,9.62,1.17,2.43,12.18,15.70,4.54,30.40,34.71,6200000000.0,11260000000.0,9.60,3.44,2.11,11.09,5340000000.0,1880000000.0,650020000.0,650020000.0,4.19,N/A,40.20,1080000000.0,7.01,6940000000.0,1.36,16.63,975700000.0,1760000000.0,1.38,0.74,94.47,12120000.0,6.48,7.92,12580000.0,N/A
246,N/A,N/A,hon,N/A,N/A,N/A,N/A,N/A,107.18,24.97,4.02,7.29,16.11,21.73,7.24,30.29,49.68,135410000000.0,144520000000.0,23.09,2.05,4.20,16.42,34390000000.0,11000000000.0,8700000000.0,5540000000.0,7.91,5.10,2.70,11520000000.0,16.8,20630000000.0,1.30,27.12,6040000000.0,5110000000.0,1.15,0.09,75.54,5320000.0,1.32,0.78,5890000.0,N/A
247,N/A,N/A,hot,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
